species,fish_id,site.id,turf,macro,coral,cca,sponge,rubble,rock,other
A. triostegus,at477,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at478,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at479,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at480,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at481,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at482,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at483,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at484,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at485,L3S2,0.952,0.000,0.000,0.048,0.000,0.000,0.000,0.000
A. triostegus,at486,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at487,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at488,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at489,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at490,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab1,L1S1,0.660,0.000,0.000,0.000,0.000,0.000,0.000,0.340
A. blochii,ab2,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab3,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab4,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab5,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab6,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab7,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab8,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab9,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab10,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab11,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab12,L1S3,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab13,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab14,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab15,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab16,L1S3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab17,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab18,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab19,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab20,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab21,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab22,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab23,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab24,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab25,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab26,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab27,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab28,L2S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
A. blochii,ab29,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab30,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab31,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab32,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab33,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab34,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab35,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab36,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab37,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab38,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab39,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab40,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab41,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab42,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab43,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab44,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab45,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab46,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab47,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab48,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab49,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab50,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab51,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab52,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab53,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab54,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab55,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab56,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab57,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab58,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab59,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab60,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab61,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab62,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab63,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab64,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab65,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab66,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab67,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab68,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab69,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab70,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab71,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab72,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab73,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab74,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab75,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab76,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab77,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab78,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab79,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab80,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab81,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab82,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab83,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab84,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab85,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab86,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab87,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab88,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab89,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab90,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab91,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab92,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab93,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab94,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab95,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab96,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab97,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab98,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab99,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab100,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab101,L1S2,0.985,0.000,0.000,0.000,0.015,0.000,0.000,0.000
A. blochii,ab102,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab103,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab104,L1S2,0.818,0.000,0.152,0.000,0.030,0.000,0.000,0.000
A. blochii,ab105,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab106,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab107,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab108,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab109,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab110,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab111,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab112,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab113,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab114,L2S1,0.967,0.000,0.033,0.000,0.000,0.000,0.000,0.000
A. blochii,ab115,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab116,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab117,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab118,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab119,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab120,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab121,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab122,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab123,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab124,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab125,L3S1,0.880,0.000,0.120,0.000,0.000,0.000,0.000,0.000
A. blochii,ab126,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab127,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab128,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab129,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab130,L3S2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab131,L3S2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab132,L3S2,0.000,0.154,0.000,0.846,0.000,0.000,0.000,0.000
A. blochii,ab133,L3S2,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
A. blochii,ab134,L3S2,0.000,0.947,0.000,0.053,0.000,0.000,0.000,0.000
A. blochii,ab135,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab136,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab137,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab138,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab139,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab140,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab141,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab142,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab143,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab144,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab145,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab146,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab147,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab148,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab149,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab150,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab151,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab152,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab153,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab154,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab155,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab156,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab157,L2S1,0.930,0.000,0.000,0.000,0.000,0.000,0.000,0.070
A. blochii,ab158,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab159,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab160,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab161,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab162,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab163,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab164,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab165,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab166,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab167,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab168,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab169,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab170,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab171,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab172,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab173,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab174,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab175,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab176,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab177,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab178,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab179,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab180,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab181,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab182,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab183,L3S3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab184,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab185,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab186,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab187,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab188,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab189,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab190,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab191,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab192,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab193,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab194,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab195,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab196,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab197,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab198,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab199,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab200,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab201,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab202,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab203,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab204,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab205,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab206,L2S2,0.984,0.000,0.016,0.000,0.000,0.000,0.000,0.000
A. blochii,ab207,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab208,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab209,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab210,L2S3,0.885,0.000,0.115,0.000,0.000,0.000,0.000,0.000
A. blochii,ab211,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab212,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab213,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab214,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab215,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab216,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab217,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab218,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab219,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab220,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab221,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab222,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab223,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab224,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab225,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab226,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab227,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab228,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab229,L3S3,0.375,0.000,0.000,0.625,0.000,0.000,0.000,0.000
A. blochii,ab230,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab231,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab232,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab233,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab234,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab235,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab236,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab237,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab238,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab239,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab240,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab241,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab242,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab243,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab244,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab245,L1S2,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab246,L1S2,0.889,0.000,0.111,0.000,0.000,0.000,0.000,0.000
A. blochii,ab247,L1S3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab248,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab249,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab250,L2S1,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab251,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab252,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab253,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab254,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab255,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab256,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab257,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab258,L2S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab259,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab260,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab261,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab262,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab263,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab264,L2S3,0.950,0.050,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab265,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab266,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab267,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab268,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab269,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab270,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab271,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab272,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab273,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab274,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab275,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab276,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab277,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab278,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab279,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab280,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab281,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab282,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab283,L2S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
