species,fish_id,site.id,turf,macro,coral,cca,sponge,rubble,rock,other
A. blochii,ab330,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab331,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab332,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab333,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab334,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab335,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab336,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab337,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab338,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab339,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab340,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab341,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab342,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab343,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab344,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab345,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab346,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab347,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab348,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab349,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab350,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab351,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab352,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab353,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab354,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab355,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab356,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab357,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab358,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab359,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab360,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab361,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab362,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab363,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab364,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab365,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab366,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab367,L3S1,0.940,0.000,0.000,0.000,0.000,0.000,0.000,0.060
A. blochii,ab368,L3S1,0.956,0.000,0.000,0.000,0.000,0.000,0.000,0.044
A. blochii,ab369,L3S1,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.091
A. blochii,ab370,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab371,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab372,L3S1,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.140
A. blochii,ab373,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab374,L3S1,0.787,0.000,0.000,0.000,0.000,0.000,0.000,0.213
A. blochii,ab375,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab376,L3S1,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.025
A. blochii,ab377,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab378,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab379,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab380,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab381,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab382,L3S3,0.783,0.000,0.000,0.000,0.000,0.000,0.000,0.217
A. blochii,ab383,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab384,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab385,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab386,L1S1,0.786,0.000,0.000,0.000,0.000,0.000,0.000,0.214
A. blochii,ab387,L1S1,0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.038
A. blochii,ab388,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab389,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab390,L1S2,0.912,0.088,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab391,L1S2,0.372,0.605,0.000,0.000,0.023,0.000,0.000,0.000
A. blochii,ab392,L1S2,0.387,0.000,0.000,0.000,0.000,0.000,0.000,0.613
A. blochii,ab393,L1S2,0.792,0.208,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab394,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab395,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab396,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab397,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab398,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab399,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab400,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab401,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab402,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab403,L2S1,0.989,0.000,0.000,0.000,0.000,0.000,0.000,0.011
A. blochii,ab404,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab405,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab406,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab407,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab408,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab409,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab410,L2S3,0.776,0.000,0.000,0.000,0.000,0.000,0.000,0.224
A. blochii,ab411,L2S3,0.949,0.000,0.000,0.000,0.000,0.000,0.000,0.051
A. blochii,ab412,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab413,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab414,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab415,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab416,L3S1,0.976,0.000,0.000,0.000,0.000,0.000,0.000,0.024
A. blochii,ab417,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab418,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab419,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab420,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab421,L3S2,0.933,0.000,0.067,0.000,0.000,0.000,0.000,0.000
A. blochii,ab422,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab423,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab424,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab425,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab426,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab427,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab428,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab429,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab430,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab431,L3S3,0.600,0.000,0.400,0.000,0.000,0.000,0.000,0.000
A. blochii,ab432,L3S3,0.773,0.000,0.227,0.000,0.000,0.000,0.000,0.000
A. blochii,ab433,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab434,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab435,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab436,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab437,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab438,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab439,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab440,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab441,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab442,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab443,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab444,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab445,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab446,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab447,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab448,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab449,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab450,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab451,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab452,L2S2,0.054,0.946,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab453,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab454,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab455,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab456,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab457,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab458,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab459,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab460,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab461,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab462,L3S1,0.769,0.000,0.000,0.000,0.000,0.000,0.000,0.231
A. blochii,ab463,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab464,L3S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab465,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab466,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab467,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab468,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab469,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab470,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab471,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab472,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab473,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab474,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab475,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab476,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab477,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab478,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab479,L1S2,0.940,0.060,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab480,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab481,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab482,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab483,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab484,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab485,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab486,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab487,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab488,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab489,L2S1,0.990,0.010,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab490,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab491,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab492,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab493,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab494,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab495,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab496,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab497,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab498,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab499,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab500,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab501,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab502,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab503,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab504,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab505,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab506,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab507,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab508,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab509,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab510,L3S3,0.067,0.000,0.000,0.933,0.000,0.000,0.000,0.000
A. blochii,ab511,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. blochii,ab512,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
A. blochii,ab513,L3S3,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.448
Z. flavescens,zf1,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf2,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf3,L2S2,0.697,0.303,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf4,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf5,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf6,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf7,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf8,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf9,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf10,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf11,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf12,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf13,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf14,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf15,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf16,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf17,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf18,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf19,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf20,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf21,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf22,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf23,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf24,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf25,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf26,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf27,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf28,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf29,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf30,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf31,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf32,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf33,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf34,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf35,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf36,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf37,L2S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf38,L2S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf39,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf40,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf41,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf42,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf43,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf44,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf45,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf46,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf47,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf48,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf49,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf50,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf51,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf52,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf53,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf54,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf55,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf56,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf57,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf58,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf59,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf60,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf61,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf62,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf63,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf64,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf65,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf66,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf67,L3S3,0.536,0.000,0.464,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf68,L3S3,0.625,0.000,0.375,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf69,L1S2,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf70,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf71,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf72,L1S3,0.969,0.000,0.031,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf73,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf74,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf75,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf76,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf77,L2S1,0.714,0.000,0.286,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf78,L2S1,0.750,0.000,0.250,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf79,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf80,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf81,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf82,L2S1,0.278,0.000,0.000,0.722,0.000,0.000,0.000,0.000
Z. flavescens,zf83,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf84,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf85,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf86,L2S2,0.737,0.263,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf87,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf88,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf89,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf90,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf91,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf92,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf93,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf94,L3S2,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf95,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf96,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf97,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf98,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf99,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf100,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf101,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf102,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf103,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf104,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf105,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf106,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf107,L2S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. flavescens,zf108,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
